OrderNumber,CustomerCode,OrderDate,RequiredDate,SalesPersonCode,ShippingMethod,PaymentTerms,Status,Priority,TotalAmount,Tax,Currency,BillingAddress,ShippingAddress
SO20250820418,CUST0207,2025-08-04,2025-09-01,SALES007,Freight,Wire Transfer,Delivered,Normal,5377.23,443.99,USD,300 Washington St Generic City VA 84695,4316 Corporate Blvd San Diego CA 87386
SO20250820419,CUST0182,2025-08-20,2025-08-22,SALES004,Express,COD,Delivered,Normal,404.89,29.99,CAD,4638 Main Rd Generic City GA 30890,6747 Business Rd Rochester NY 94221
SO20250820420,CUST0425,2025-07-25,2025-09-02,SALES002,Pickup,NET30,Delivered,Low,4219.22,248.19,EUR,3649 Elm St Springfield IL 58981,7787 Warehouse St Generic City OH 39191
SO20250820421,CUST0061,2025-07-23,2025-08-31,SALES002,2-Day,NET15,Closed,Low,2111.31,174.33,USD,7310 Park St Austin TX 49828,7310 Park St Austin TX 49828
SO20250820422,CUST0157,2025-08-11,2025-08-30,SALES005,Ground,NET45,Cancelled,Low,576.51,40.22,EUR,8202 Park Rd Springfield IL 22205,2730 Corporate Rd Generic City VA 88187
SO20250820423,CUST0028,2025-08-20,2025-08-30,SALES007,Pickup,NET15,Cancelled,Urgent,4825.5199999999995,357.45,CAD,7127 Elm Dr Generic City AZ 60952,7127 Elm Dr Generic City AZ 60952
SO20250820424,CUST0245,2025-07-27,2025-08-28,SALES003,Freight,NET45,Processing,Low,4815.45,367.0,USD,5708 Elm Rd Generic City NC 55172,5708 Elm Rd Generic City NC 55172
SO20250820425,CUST0144,2025-07-30,2025-08-21,SALES005,Freight,Wire Transfer,Delivered,Urgent,3787.4799999999996,264.24,CAD,3876 Main Ave Dallas TX 20946,3876 Main Ave Dallas TX 20946
SO20250820426,CUST0383,2025-07-26,2025-08-29,SALES007,Ground,COD,Shipped,Urgent,4187.4,310.18,EUR,6970 First St Rockford IL 89956,6970 First St Rockford IL 89956
SO20250820427,CUST0495,2025-07-25,2025-08-26,SALES004,Express,NET45,Open,Low,107.83,8.22,USD,2293 Oak Dr Orlando FL 73743,2293 Oak Dr Orlando FL 73743
SO20250820428,CUST0243,2025-08-19,2025-08-29,SALES006,Freight,NET45,On Hold,Normal,2747.12,191.66,EUR,6174 First Ave Generic City NJ 46471,6174 First Ave Generic City NJ 46471
SO20250820429,CUST0404,2025-08-15,2025-08-22,SALES004,Freight,Wire Transfer,Open,Low,1729.1699999999998,128.09,CAD,1732 Elm Blvd Generic City OH 23455,1732 Elm Blvd Generic City OH 23455
SO20250820430,CUST0280,2025-07-27,2025-08-26,SALES006,Express,NET30,Processing,Urgent,127.85000000000001,8.92,EUR,2023 Second Blvd Generic City GA 31867,2511 Business Ave Buffalo NY 42914
SO20250820431,CUST0358,2025-08-16,2025-08-22,SALES004,Freight,NET45,On Hold,Urgent,1800.4,137.21,USD,8141 Oak Ave Generic City NC 58992,8141 Oak Ave Generic City NC 58992
SO20250820432,CUST0216,2025-07-29,2025-08-25,SALES006,2-Day,Wire Transfer,Closed,Low,4214.570000000001,294.04,EUR,782 Second Rd Generic City MA 30871,782 Second Rd Generic City MA 30871
SO20250820433,CUST0096,2025-08-09,2025-09-01,SALES006,Freight,COD,Cancelled,Normal,4701.39,358.3,USD,2676 Elm Blvd Generic City WA 76406,6334 Commerce Rd Generic City VA 17928
SO20250820434,CUST0189,2025-08-09,2025-08-29,SALES003,Pickup,NET30,Delivered,Normal,4981.58,293.03,CAD,429 Main St Generic City GA 58508,429 Main St Generic City GA 58508
SO20250820435,CUST0070,2025-07-31,2025-08-28,SALES001,Express,NET45,On Hold,Low,5076.0599999999995,386.86,CAD,6321 Washington Rd Generic City MA 76758,6321 Washington Rd Generic City MA 76758
SO20250820436,CUST0216,2025-08-14,2025-09-01,SALES008,Ground,NET30,Delivered,Urgent,2860.73,211.91,USD,8941 Park Rd Generic City NC 19863,3753 Warehouse Dr Generic City VA 53266
SO20250820437,CUST0232,2025-07-29,2025-09-01,SALES006,Express,Wire Transfer,Delivered,Urgent,4365.21,323.35,USD,6382 Oak Ave Rochester NY 30079,6382 Oak Ave Rochester NY 30079
SO20250820438,CUST0494,2025-07-23,2025-08-31,SALES004,2-Day,COD,On Hold,High,4310.65,300.74,EUR,2099 Oak Rd Generic City MI 17455,2099 Oak Rd Generic City MI 17455
SO20250820439,CUST0287,2025-07-30,2025-08-27,SALES001,Pickup,COD,Closed,Normal,1840.62,108.27,CAD,8598 Elm Ave Generic City NJ 90786,8598 Elm Ave Generic City NJ 90786
SO20250820440,CUST0196,2025-08-16,2025-08-30,SALES007,Ground,NET45,Cancelled,Normal,2770.01,211.11,USD,4121 Second Ave Generic City WA 93096,4121 Second Ave Generic City WA 93096
SO20250820441,CUST0193,2025-08-01,2025-08-26,SALES007,Express,NET45,Cancelled,Low,3279.7599999999998,192.93,USD,2854 Park Rd Orlando FL 81604,2854 Park Rd Orlando FL 81604
SO20250820442,CUST0346,2025-07-26,2025-09-03,SALES001,Pickup,Credit Card,Closed,Urgent,2815.79,165.63,USD,4725 Park Ave Generic City GA 36782,6882 Warehouse St Houston TX 76531
SO20250820443,CUST0333,2025-08-10,2025-08-29,SALES005,2-Day,NET45,Processing,Urgent,4202.05,293.17,USD,8222 Washington Dr Generic City OH 37841,1290 Warehouse St Generic City WA 99646
SO20250820444,CUST0473,2025-08-04,2025-08-21,SALES005,Express,Credit Card,Shipped,Normal,4186.18,319.04,EUR,6257 Park Blvd Generic City GA 33144,6257 Park Blvd Generic City GA 33144
SO20250820445,CUST0063,2025-08-03,2025-09-02,SALES001,Ground,Credit Card,On Hold,Urgent,2550.7400000000002,210.61,USD,1816 Main Ave Generic City VA 60652,1816 Main Ave Generic City VA 60652
SO20250820446,CUST0355,2025-08-06,2025-08-25,SALES007,Ground,NET30,Open,Normal,615.29,36.19,CAD,7436 Washington St Generic City NC 50425,7436 Washington St Generic City NC 50425
SO20250820447,CUST0126,2025-07-24,2025-08-23,SALES008,2-Day,Credit Card,Closed,Low,2930.64,241.98,USD,3682 Main Blvd San Antonio TX 25250,3682 Main Blvd San Antonio TX 25250
SO20250820448,CUST0067,2025-07-24,2025-08-28,SALES003,Overnight,NET15,Closed,Low,3112.37,217.14,USD,404 Washington St Generic City MA 70251,404 Washington St Generic City MA 70251
SO20250820449,CUST0430,2025-08-15,2025-09-02,SALES006,Ground,NET30,Delivered,Normal,1078.53,63.44,USD,624 Oak St Jacksonville FL 84145,624 Oak St Jacksonville FL 84145
SO20250820450,CUST0287,2025-07-23,2025-09-03,SALES002,Freight,NET45,Open,Low,2134.07,162.64,USD,6702 Main Dr Generic City AZ 74924,6702 Main Dr Generic City AZ 74924
SO20250820451,CUST0252,2025-08-15,2025-08-21,SALES005,2-Day,NET15,Cancelled,Low,3969.23,276.92,EUR,3846 Oak Ave Generic City NJ 57503,3846 Oak Ave Generic City NJ 57503
SO20250820452,CUST0489,2025-08-08,2025-09-01,SALES003,Overnight,NET30,Shipped,Low,1739.56,143.63,CAD,8051 Oak St Generic City OH 57603,8051 Oak St Generic City OH 57603
SO20250820453,CUST0415,2025-07-28,2025-08-26,SALES002,Express,NET30,Cancelled,Normal,3224.58,245.75,USD,2554 First St Fort Worth TX 72620,2554 First St Fort Worth TX 72620
SO20250820454,CUST0327,2025-07-25,2025-08-24,SALES006,Freight,Wire Transfer,Cancelled,Urgent,1849.32,129.02,EUR,6389 Oak Rd Houston TX 57435,6389 Oak Rd Houston TX 57435
SO20250820455,CUST0103,2025-08-13,2025-08-30,SALES002,Freight,NET45,On Hold,Low,203.76,16.82,CAD,2420 Elm Dr Sacramento CA 73981,2420 Elm Dr Sacramento CA 73981
SO20250820456,CUST0048,2025-07-29,2025-08-25,SALES007,Freight,NET30,Cancelled,Low,2111.27,124.19,USD,4288 Washington Blvd Tallahassee FL 57284,4288 Washington Blvd Tallahassee FL 57284
SO20250820457,CUST0346,2025-07-28,2025-09-01,SALES005,Overnight,Wire Transfer,Shipped,Normal,566.86,33.34,EUR,2401 Oak Ave Generic City MA 10287,2401 Oak Ave Generic City MA 10287
SO20250820458,CUST0179,2025-08-17,2025-08-30,SALES001,Overnight,Wire Transfer,Open,Low,4079.8900000000003,239.99,CAD,9576 Oak Dr Generic City PA 70486,9576 Oak Dr Generic City PA 70486
SO20250820459,CUST0182,2025-07-26,2025-08-21,SALES005,Overnight,NET15,Delivered,Normal,3689.1200000000003,304.61,EUR,9997 Elm Dr Springfield IL 55321,9997 Elm Dr Springfield IL 55321
SO20250820460,CUST0451,2025-07-28,2025-09-03,SALES008,Express,NET15,Processing,Low,4615.41,381.09,CAD,3825 Second Blvd Los Angeles CA 39816,3825 Second Blvd Los Angeles CA 39816
SO20250820461,CUST0193,2025-07-27,2025-08-25,SALES002,2-Day,NET45,On Hold,Normal,674.97,55.73,CAD,3669 Main Blvd Peoria IL 57622,3669 Main Blvd Peoria IL 57622
SO20250820462,CUST0182,2025-08-20,2025-08-29,SALES001,Ground,NET30,Cancelled,Low,3897.23,288.68,CAD,5263 Second Blvd Generic City GA 27725,9823 Business Ave Generic City VA 64110
SO20250820463,CUST0323,2025-08-18,2025-08-21,SALES001,Freight,Credit Card,Processing,High,360.35,29.75,USD,4968 Second St Rockford IL 29774,7303 Business St Generic City OH 74485
SO20250820464,CUST0031,2025-07-26,2025-08-27,SALES001,Express,NET30,Shipped,Normal,1772.51,123.66,EUR,3183 First St Generic City NJ 68996,3183 First St Generic City NJ 68996
SO20250820465,CUST0096,2025-08-03,2025-08-21,SALES006,2-Day,NET15,Delivered,High,3624.0699999999997,213.18,CAD,692 First Rd Jacksonville FL 45148,692 First Rd Jacksonville FL 45148
SO20250820466,CUST0284,2025-08-17,2025-08-28,SALES004,Freight,NET30,Processing,Urgent,196.41,16.22,USD,5899 Second St Generic City WA 27906,4767 Corporate Blvd Generic City WA 63581
SO20250820467,CUST0429,2025-07-21,2025-08-28,SALES007,2-Day,COD,Closed,High,944.98,55.59,EUR,1049 Elm St Peoria IL 95035,4160 Warehouse Rd Generic City MA 84027
SO20250820468,CUST0080,2025-08-09,2025-08-28,SALES001,Freight,Credit Card,Processing,Urgent,99.2,8.19,CAD,1854 First Ave Generic City NJ 79299,1854 First Ave Generic City NJ 79299
SO20250820469,CUST0079,2025-08-10,2025-08-31,SALES006,Express,NET15,Processing,Normal,1874.6599999999999,154.79,USD,9320 Washington Rd Generic City NC 14629,3461 Warehouse St Syracuse NY 54415
SO20250820470,CUST0100,2025-08-20,2025-08-27,SALES008,Express,NET15,Cancelled,Normal,1279.27,105.63,CAD,7157 Elm Dr Dallas TX 70806,1167 Warehouse St Generic City MI 12277
SO20250820471,CUST0169,2025-08-20,2025-09-03,SALES008,Ground,Credit Card,Delivered,Low,5283.820000000001,391.39,CAD,501 Washington Dr Generic City PA 87476,4150 Warehouse Dr San Diego CA 66883
SO20250820472,CUST0242,2025-08-14,2025-08-29,SALES005,Express,NET15,On Hold,High,2267.95,172.85,EUR,2778 Park Dr Generic City PA 33600,7896 Industrial Ave Tampa FL 44664
SO20250820473,CUST0486,2025-08-13,2025-08-28,SALES001,Express,Wire Transfer,On Hold,Low,1803.44,137.44,CAD,4450 Main Ave Generic City NJ 50395,4450 Main Ave Generic City NJ 50395
SO20250820474,CUST0458,2025-08-06,2025-08-27,SALES004,Express,Credit Card,On Hold,Urgent,4428.42,365.65,USD,647 First St Generic City NJ 86416,647 First St Generic City NJ 86416
SO20250820475,CUST0406,2025-08-20,2025-08-23,SALES005,Express,NET30,Delivered,Normal,1385.94,96.69,CAD,841 Main Ave Tallahassee FL 19862,841 Main Ave Tallahassee FL 19862
SO20250820476,CUST0135,2025-08-14,2025-08-25,SALES002,Express,NET45,On Hold,Urgent,4396.75,363.03,USD,1171 Main Blvd Generic City OH 70459,1171 Main Blvd Generic City OH 70459
SO20250820477,CUST0460,2025-08-15,2025-08-21,SALES008,Express,NET45,Delivered,Urgent,3972.54,294.26,USD,5817 Washington Dr Peoria IL 50018,5817 Washington Dr Peoria IL 50018
SO20250820478,CUST0480,2025-08-14,2025-08-22,SALES002,Overnight,Credit Card,Closed,High,2206.33,153.93,CAD,326 Park Rd Generic City NJ 89222,326 Park Rd Generic City NJ 89222
SO20250820479,CUST0281,2025-08-14,2025-08-21,SALES002,2-Day,Credit Card,Cancelled,High,2720.17,160.01,CAD,260 Park Rd Generic City PA 16191,1222 Warehouse Rd Generic City WA 14947
SO20250820480,CUST0385,2025-07-21,2025-08-31,SALES003,2-Day,NET45,Delivered,Normal,2370.18,180.64,USD,656 Washington Rd Rockford IL 69966,656 Washington Rd Rockford IL 69966
SO20250820481,CUST0414,2025-08-07,2025-09-03,SALES004,Ground,NET45,Closed,Normal,2801.0,195.42,CAD,2585 Park Ave Generic City MA 78170,5660 Commerce Ave Austin TX 10430
SO20250820482,CUST0398,2025-07-23,2025-08-31,SALES004,2-Day,Credit Card,Open,Low,1587.84,121.01,CAD,7919 Oak Rd Generic City MI 63362,7919 Oak Rd Generic City MI 63362
SO20250820483,CUST0050,2025-08-14,2025-08-24,SALES008,Pickup,NET30,Cancelled,Normal,4423.94,365.28,USD,6060 First Ave Generic City NC 96397,6060 First Ave Generic City NC 96397
SO20250820484,CUST0187,2025-07-29,2025-08-29,SALES004,Ground,NET30,Open,Normal,2661.95,202.87,USD,4103 Park Blvd Generic City NJ 19525,6713 Commerce Ave Generic City GA 76964
SO20250820485,CUST0253,2025-08-11,2025-08-30,SALES001,Overnight,NET30,Delivered,High,73.11,4.3,USD,6939 Second Rd Generic City MI 19769,6939 Second Rd Generic City MI 19769
SO20250820486,CUST0262,2025-07-30,2025-08-24,SALES008,Freight,Wire Transfer,Processing,High,5006.23,294.48,EUR,3111 Washington Dr Generic City MA 94705,7074 Warehouse Blvd San Diego CA 42758
SO20250820487,CUST0304,2025-08-10,2025-08-24,SALES007,Freight,Credit Card,Cancelled,Normal,5089.9,355.11,USD,5023 Washington Rd Generic City GA 64306,5023 Washington Rd Generic City GA 64306
SO20250820488,CUST0348,2025-08-18,2025-08-26,SALES007,Pickup,NET30,Processing,Low,2673.86,157.29,USD,6419 Second St Generic City NJ 21095,6419 Second St Generic City NJ 21095
SO20250820489,CUST0040,2025-07-24,2025-08-23,SALES001,2-Day,NET45,Delivered,Low,254.93,21.05,USD,2199 First Rd Generic City WA 68515,2199 First Rd Generic City WA 68515
SO20250820490,CUST0169,2025-08-08,2025-08-23,SALES004,Overnight,Credit Card,Cancelled,Urgent,2606.07,181.82,USD,7623 Second St Generic City WA 64527,5536 Commerce Ave Tallahassee FL 63430
SO20250820491,CUST0286,2025-08-02,2025-09-03,SALES001,Overnight,NET45,On Hold,Urgent,453.07000000000005,34.53,EUR,3693 Second Dr Generic City NC 41940,3693 Second Dr Generic City NC 41940
SO20250820492,CUST0244,2025-07-28,2025-09-03,SALES006,Overnight,NET15,On Hold,High,1240.62,94.55,CAD,8694 First Rd Generic City GA 28100,8694 First Rd Generic City GA 28100
SO20250820493,CUST0142,2025-07-21,2025-08-26,SALES004,Overnight,NET15,Closed,Normal,1628.02,134.42,EUR,3214 Washington Rd Generic City MA 59457,3214 Washington Rd Generic City MA 59457
SO20250820494,CUST0067,2025-08-12,2025-08-25,SALES006,Ground,NET30,Shipped,Urgent,3461.6499999999996,241.51,USD,5553 Washington Rd Generic City GA 82796,5553 Washington Rd Generic City GA 82796
SO20250820495,CUST0037,2025-07-22,2025-08-27,SALES002,Pickup,NET15,Processing,Urgent,1162.29,81.09,EUR,3750 Washington Rd Chicago IL 14056,3750 Washington Rd Chicago IL 14056
SO20250820496,CUST0252,2025-08-12,2025-08-22,SALES003,Overnight,Credit Card,On Hold,Low,1729.94,101.76,USD,1765 Park Rd Generic City NC 70623,8331 Industrial Rd San Antonio TX 37082
SO20250820497,CUST0348,2025-08-18,2025-08-24,SALES003,Freight,NET45,Open,Normal,4340.37,358.38,CAD,801 Main Dr Rochester NY 58952,801 Main Dr Rochester NY 58952
SO20250820498,CUST0187,2025-08-10,2025-08-28,SALES005,Freight,COD,Processing,Normal,5265.38,401.29,EUR,5684 Second St Generic City VA 54221,8674 Business St Generic City GA 16657
SO20250820499,CUST0293,2025-08-08,2025-08-21,SALES001,Pickup,COD,Delivered,Low,4674.03,274.94,EUR,1399 Second Dr Generic City PA 63198,1399 Second Dr Generic City PA 63198
SO20250820500,CUST0355,2025-08-15,2025-08-25,SALES005,Pickup,NET45,Delivered,Urgent,2781.87,206.06,USD,7498 First Dr Jacksonville FL 53568,6542 Commerce Dr Generic City PA 82953
SO20250820501,CUST0098,2025-08-12,2025-09-02,SALES003,Overnight,NET15,Shipped,Normal,4754.370000000001,392.56,USD,9747 Second Rd Generic City AZ 62462,9747 Second Rd Generic City AZ 62462
SO20250820502,CUST0026,2025-08-03,2025-09-01,SALES002,Freight,COD,On Hold,High,1596.05,118.23,EUR,6965 Oak Blvd Houston TX 79001,6965 Oak Blvd Houston TX 79001
SO20250820503,CUST0171,2025-08-17,2025-08-23,SALES007,Ground,Credit Card,Processing,Urgent,4661.65,325.23,EUR,460 Park Blvd Generic City VA 48575,460 Park Blvd Generic City VA 48575
SO20250820504,CUST0482,2025-08-18,2025-08-31,SALES003,Ground,NET30,Shipped,High,4540.320000000001,374.89,EUR,770 Second Ave Generic City MI 54910,770 Second Ave Generic City MI 54910
SO20250820505,CUST0401,2025-07-24,2025-09-03,SALES008,Express,NET30,Open,Urgent,5085.389999999999,376.7,CAD,7342 Elm St Generic City AZ 94849,7342 Elm St Generic City AZ 94849
SO20250820506,CUST0056,2025-07-21,2025-09-02,SALES001,2-Day,NET15,Processing,Urgent,2494.5,190.11,CAD,9602 Elm Ave Generic City MI 26858,9954 Corporate Dr Rochester NY 38589
SO20250820507,CUST0240,2025-08-18,2025-08-30,SALES007,Overnight,NET45,Shipped,Urgent,4308.27,253.43,EUR,4424 Elm St Peoria IL 31395,4424 Elm St Peoria IL 31395
SO20250820508,CUST0320,2025-07-23,2025-09-01,SALES005,2-Day,NET30,Closed,Normal,4557.6,347.35,CAD,2083 Oak Dr Generic City MI 60709,2083 Oak Dr Generic City MI 60709
SO20250820509,CUST0393,2025-08-03,2025-08-29,SALES007,Freight,Credit Card,Closed,Urgent,2837.06,216.22,EUR,9354 Main Blvd Generic City OH 26017,9354 Main Blvd Generic City OH 26017
SO20250820510,CUST0123,2025-08-10,2025-08-30,SALES001,Pickup,Wire Transfer,Closed,High,3726.69,276.05,CAD,3151 Second St Generic City GA 69340,3151 Second St Generic City GA 69340
SO20250820511,CUST0154,2025-08-12,2025-08-26,SALES003,Overnight,Credit Card,Delivered,Low,3269.99,242.22,CAD,9104 Second Blvd Generic City AZ 17184,9104 Second Blvd Generic City AZ 17184
SO20250820512,CUST0047,2025-07-24,2025-08-30,SALES004,Freight,NET15,Shipped,Urgent,1345.29,111.08,USD,3841 First Dr Generic City NC 78576,404 Warehouse Blvd Generic City MI 80115
SO20250820513,CUST0254,2025-08-05,2025-08-28,SALES001,Pickup,COD,Shipped,Low,1087.14,89.76,USD,5380 Second Dr Generic City AZ 90210,6562 Industrial St Generic City GA 72809
SO20250820514,CUST0399,2025-08-05,2025-08-22,SALES007,Express,COD,Delivered,Urgent,426.25,29.74,USD,3501 Washington Rd Generic City WA 25647,3501 Washington Rd Generic City WA 25647
SO20250820515,CUST0481,2025-08-14,2025-08-23,SALES007,Express,NET45,Cancelled,Urgent,199.55,14.78,CAD,4635 Park Dr Generic City OH 69311,4635 Park Dr Generic City OH 69311
SO20250820516,CUST0161,2025-08-13,2025-08-27,SALES005,2-Day,NET30,On Hold,High,1582.3600000000001,110.4,USD,6330 Oak St Generic City NJ 80893,6330 Oak St Generic City NJ 80893
SO20250820517,CUST0435,2025-08-18,2025-09-01,SALES003,Freight,Credit Card,Processing,High,2854.46,167.91,EUR,407 First Ave Generic City MI 60504,407 First Ave Generic City MI 60504
SO20250820518,CUST0148,2025-07-31,2025-08-26,SALES007,Freight,COD,Closed,Urgent,254.81,14.99,EUR,3182 Main Blvd Buffalo NY 27436,2112 Business Dr Austin TX 52867
SO20250820519,CUST0264,2025-07-29,2025-08-25,SALES003,Overnight,COD,Closed,Urgent,3521.37,245.68,CAD,4056 Oak Ave Generic City GA 53086,4056 Oak Ave Generic City GA 53086
SO20250820520,CUST0431,2025-08-01,2025-08-25,SALES003,Ground,NET15,Closed,High,4322.21,329.41,CAD,6885 Washington Ave Generic City OH 85403,969 Corporate Blvd Generic City MA 18562
SO20250820521,CUST0008,2025-08-14,2025-08-22,SALES005,Ground,Wire Transfer,Cancelled,Urgent,3635.48,277.07,CAD,3572 First Dr Generic City AZ 58425,4711 Corporate St Generic City MA 26708
SO20250820522,CUST0419,2025-07-30,2025-09-02,SALES001,Express,Credit Card,Shipped,Urgent,3673.27,279.95,CAD,1347 Washington Rd Chicago IL 77241,1347 Washington Rd Chicago IL 77241
SO20250820523,CUST0362,2025-08-04,2025-08-30,SALES002,2-Day,Wire Transfer,Processing,High,1869.77,138.5,USD,2154 Washington Rd Generic City PA 97602,8234 Warehouse St Generic City WA 42513
SO20250820524,CUST0401,2025-07-21,2025-08-29,SALES005,Pickup,COD,On Hold,High,1363.05,100.97,USD,1545 Park Blvd Generic City GA 12419,1545 Park Blvd Generic City GA 12419
SO20250820525,CUST0449,2025-08-03,2025-08-23,SALES005,Ground,NET45,Cancelled,High,2286.86,169.4,USD,6678 Park St New York NY 96752,6678 Park St New York NY 96752
SO20250820526,CUST0221,2025-08-17,2025-08-22,SALES006,Freight,COD,Processing,Urgent,1779.23,104.66,USD,8867 First Dr San Diego CA 50550,8867 First Dr San Diego CA 50550
SO20250820527,CUST0392,2025-08-01,2025-09-02,SALES005,2-Day,NET30,Closed,Low,1389.93,81.76,USD,3552 Main Rd Generic City MI 56520,9278 Corporate Ave San Antonio TX 11978
SO20250820528,CUST0451,2025-07-24,2025-08-26,SALES004,Freight,NET15,On Hold,Low,4092.6099999999997,285.53,USD,6463 Oak St Generic City VA 53361,6463 Oak St Generic City VA 53361
SO20250820529,CUST0394,2025-07-29,2025-08-26,SALES006,Pickup,COD,On Hold,Normal,3299.02,244.37,CAD,7351 Park Ave Generic City WA 40072,7351 Park Ave Generic City WA 40072
SO20250820530,CUST0309,2025-08-02,2025-09-02,SALES005,Express,NET15,Open,High,5294.03,437.12,EUR,9061 Second Rd Generic City PA 34485,9371 Business Dr Generic City NC 33607
SO20250820531,CUST0372,2025-07-24,2025-09-03,SALES004,Freight,COD,Closed,Normal,3640.6499999999996,214.16,EUR,6020 Elm Rd Generic City MI 99183,6020 Elm Rd Generic City MI 99183
SO20250820532,CUST0207,2025-07-27,2025-09-02,SALES001,Overnight,NET45,Shipped,Urgent,3640.57,277.46,EUR,3527 Oak Dr Generic City GA 23029,5943 Warehouse Dr Generic City WA 53019
SO20250820533,CUST0028,2025-07-26,2025-08-30,SALES001,Pickup,NET30,Open,Urgent,4768.74,332.7,USD,9691 Main Dr Rockford IL 47687,9691 Main Dr Rockford IL 47687
SO20250820534,CUST0011,2025-07-31,2025-08-27,SALES005,Freight,NET45,Delivered,Urgent,3281.73,193.04,USD,4505 Main Dr Peoria IL 40870,4505 Main Dr Peoria IL 40870
SO20250820535,CUST0294,2025-08-05,2025-08-22,SALES001,Ground,NET15,Processing,Low,4112.1,313.39,USD,6568 Park Blvd Generic City MI 26426,6901 Corporate Blvd Sacramento CA 73362
SO20250820536,CUST0034,2025-08-20,2025-08-28,SALES004,2-Day,NET30,Delivered,High,1981.57,116.56,EUR,3258 Main St Miami FL 19861,3724 Industrial St Oakland CA 53323
SO20250820537,CUST0082,2025-08-02,2025-08-21,SALES001,Overnight,NET45,Open,Urgent,3856.83,285.69,USD,6289 Main Blvd Fort Worth TX 29446,6289 Main Blvd Fort Worth TX 29446
SO20250820538,CUST0340,2025-08-13,2025-08-22,SALES007,Overnight,NET30,Processing,Normal,2096.09,155.27,CAD,724 Second St Generic City GA 61570,724 Second St Generic City GA 61570
SO20250820539,CUST0233,2025-07-21,2025-08-31,SALES004,Overnight,COD,Closed,Normal,1433.7900000000002,118.39,USD,7622 Oak Rd Dallas TX 13332,7622 Oak Rd Dallas TX 13332
SO20250820540,CUST0132,2025-08-05,2025-08-30,SALES001,Pickup,NET15,Cancelled,Low,379.86,28.14,CAD,7121 Elm Blvd Rockford IL 80693,7121 Elm Blvd Rockford IL 80693
SO20250820541,CUST0233,2025-07-27,2025-08-26,SALES008,Freight,NET15,Processing,Normal,3413.6,252.86,EUR,8115 Park St Generic City MI 12717,8014 Warehouse Blvd Generic City WA 80770
SO20250820542,CUST0367,2025-07-24,2025-08-27,SALES006,Express,NET30,On Hold,Low,1591.6599999999999,111.05,USD,506 First Rd Springfield IL 81377,506 First Rd Springfield IL 81377
SO20250820543,CUST0404,2025-08-06,2025-09-03,SALES001,Ground,NET15,Processing,Urgent,1922.5,142.41,CAD,7213 Washington Blvd Generic City PA 21712,2385 Business St Tallahassee FL 23644
SO20250820544,CUST0242,2025-07-24,2025-09-03,SALES003,Pickup,NET30,Open,Normal,2719.41,159.97,CAD,6461 Oak Ave Generic City WA 13825,6461 Oak Ave Generic City WA 13825
SO20250820545,CUST0465,2025-08-19,2025-09-02,SALES005,Freight,Wire Transfer,Cancelled,Low,4684.23,275.54,USD,8326 Main Blvd Rochester NY 49917,6617 Business Dr Miami FL 73400
SO20250820546,CUST0065,2025-08-18,2025-08-22,SALES003,Overnight,NET15,Cancelled,Urgent,58.77,4.85,USD,6908 Second Ave Generic City AZ 58162,6908 Second Ave Generic City AZ 58162
SO20250820547,CUST0171,2025-08-16,2025-08-27,SALES008,Express,Wire Transfer,Delivered,Low,118.83999999999999,6.99,CAD,8717 Elm Dr Generic City NC 45925,8717 Elm Dr Generic City NC 45925
SO20250820548,CUST0378,2025-07-25,2025-08-25,SALES002,2-Day,COD,Processing,High,2362.32,195.05,CAD,4881 Oak Blvd Jacksonville FL 32596,4881 Oak Blvd Jacksonville FL 32596
SO20250820549,CUST0228,2025-07-22,2025-08-27,SALES008,Pickup,COD,On Hold,Normal,528.0,40.24,USD,4182 Elm Dr Tampa FL 13949,4182 Elm Dr Tampa FL 13949
SO20250820550,CUST0347,2025-07-28,2025-08-21,SALES006,Pickup,Wire Transfer,Open,Urgent,1899.94,111.76,EUR,3745 Oak Ave Generic City MI 17596,3745 Oak Ave Generic City MI 17596
SO20250820551,CUST0250,2025-07-22,2025-08-28,SALES003,2-Day,Wire Transfer,Closed,Urgent,3806.99,282.0,EUR,3867 Oak Rd Generic City NJ 48169,3867 Oak Rd Generic City NJ 48169
SO20250820552,CUST0065,2025-07-22,2025-09-02,SALES001,Overnight,NET30,Closed,Low,3910.2299999999996,298.01,CAD,537 Park Rd Houston TX 17600,537 Park Rd Houston TX 17600
SO20250820553,CUST0043,2025-07-31,2025-08-29,SALES004,2-Day,NET30,Shipped,Normal,1392.0,106.09,EUR,8271 Second Rd Fort Worth TX 92443,4759 Corporate Ave Generic City MA 48639
SO20250820554,CUST0462,2025-07-29,2025-08-25,SALES002,Pickup,COD,Delivered,Urgent,563.5,46.53,CAD,4055 Main Rd Generic City VA 63356,4055 Main Rd Generic City VA 63356
SO20250820555,CUST0155,2025-08-16,2025-08-30,SALES004,Express,COD,Closed,Normal,2801.1,164.77,EUR,9663 Washington Blvd Generic City VA 23663,9663 Washington Blvd Generic City VA 23663
SO20250820556,CUST0087,2025-08-03,2025-09-01,SALES001,Freight,NET45,Shipped,High,2077.59,158.34,CAD,3757 Main Ave Generic City MA 54252,3757 Main Ave Generic City MA 54252
SO20250820557,CUST0067,2025-07-30,2025-09-02,SALES008,Overnight,COD,Processing,High,1400.08,82.36,EUR,4380 Second Dr Generic City GA 54705,5070 Corporate Rd Generic City AZ 62574
